roster_id,team,prompt_type,prompt_text
54,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=3, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
54,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=3, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose?"
55,1,ToM,"You are the manager of Team 1. Your roster: RBs=5, WRs=3, TEs=2, QBs=0. Your trade need score: 2.
Your opponent (Team 2) has: RBs=5, WRs=3, TEs=2, QBs=0. Their trade need score: 2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
55,1,Baseline,"You are the manager of Team 1. Your roster: RBs=5, WRs=3, TEs=2, QBs=0. Your trade need score: 2.
Your opponent (Team 2) has: RBs=5, WRs=3, TEs=2, QBs=0. Their trade need score: 2.
What trade would you propose?"
55,2,ToM,"You are the manager of Team 2. Your roster: RBs=5, WRs=3, TEs=2, QBs=0. Your trade need score: 2.
Your opponent (Team 1) has: RBs=5, WRs=3, TEs=2, QBs=0. Their trade need score: 2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
55,2,Baseline,"You are the manager of Team 2. Your roster: RBs=5, WRs=3, TEs=2, QBs=0. Your trade need score: 2.
Your opponent (Team 1) has: RBs=5, WRs=3, TEs=2, QBs=0. Their trade need score: 2.
What trade would you propose?"
56,1,ToM,"You are the manager of Team 1. Your roster: RBs=5, WRs=4, TEs=1, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=5, WRs=4, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
56,1,Baseline,"You are the manager of Team 1. Your roster: RBs=5, WRs=4, TEs=1, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=5, WRs=4, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose?"
56,2,ToM,"You are the manager of Team 2. Your roster: RBs=5, WRs=4, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 1) has: RBs=5, WRs=4, TEs=1, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
56,2,Baseline,"You are the manager of Team 2. Your roster: RBs=5, WRs=4, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 1) has: RBs=5, WRs=4, TEs=1, QBs=0. Their trade need score: 1.
What trade would you propose?"
57,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=4, WRs=3, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
57,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=4, WRs=3, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose?"
57,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=3, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
57,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=3, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose?"
58,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=3, TEs=1, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=2, WRs=4, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
58,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=3, TEs=1, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=2, WRs=4, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose?"
58,2,ToM,"You are the manager of Team 2. Your roster: RBs=2, WRs=4, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=3, WRs=3, TEs=1, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
58,2,Baseline,"You are the manager of Team 2. Your roster: RBs=2, WRs=4, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=3, WRs=3, TEs=1, QBs=0. Their trade need score: 0.
What trade would you propose?"
59,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=3, TEs=1, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
59,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=3, TEs=1, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose?"
59,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=3, TEs=1, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
59,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=3, TEs=1, QBs=0. Their trade need score: 1.
What trade would you propose?"
60,1,ToM,"You are the manager of Team 1. Your roster: RBs=5, WRs=4, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
60,1,Baseline,"You are the manager of Team 1. Your roster: RBs=5, WRs=4, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose?"
60,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=5, WRs=4, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
60,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=5, WRs=4, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose?"
61,1,ToM,"You are the manager of Team 1. Your roster: RBs=2, WRs=5, TEs=2, QBs=0. Your trade need score: -3.
Your opponent (Team 2) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
61,1,Baseline,"You are the manager of Team 1. Your roster: RBs=2, WRs=5, TEs=2, QBs=0. Your trade need score: -3.
Your opponent (Team 2) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose?"
61,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=2, WRs=5, TEs=2, QBs=0. Their trade need score: -3.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
61,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=2, WRs=5, TEs=2, QBs=0. Their trade need score: -3.
What trade would you propose?"
62,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=4, TEs=3, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
62,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=4, TEs=3, QBs=0. Their trade need score: 0.
What trade would you propose?"
62,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=4, TEs=3, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
62,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=4, TEs=3, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
63,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=3, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=3, WRs=3, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
63,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=3, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=3, WRs=3, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose?"
63,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=3, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=4, WRs=3, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
63,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=3, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=4, WRs=3, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose?"
64,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=1, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=2, WRs=5, TEs=1, QBs=0. Their trade need score: -3.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
64,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=1, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=2, WRs=5, TEs=1, QBs=0. Their trade need score: -3.
What trade would you propose?"
64,2,ToM,"You are the manager of Team 2. Your roster: RBs=2, WRs=5, TEs=1, QBs=0. Your trade need score: -3.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=1, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
64,2,Baseline,"You are the manager of Team 2. Your roster: RBs=2, WRs=5, TEs=1, QBs=0. Your trade need score: -3.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=1, QBs=0. Their trade need score: 0.
What trade would you propose?"
65,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
65,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose?"
65,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
65,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
66,1,ToM,"You are the manager of Team 1. Your roster: RBs=5, WRs=4, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=2, WRs=4, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
66,1,Baseline,"You are the manager of Team 1. Your roster: RBs=5, WRs=4, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=2, WRs=4, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose?"
66,2,ToM,"You are the manager of Team 2. Your roster: RBs=2, WRs=4, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=5, WRs=4, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
66,2,Baseline,"You are the manager of Team 2. Your roster: RBs=2, WRs=4, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=5, WRs=4, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose?"
67,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=5, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 2) has: RBs=4, WRs=4, TEs=3, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
67,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=5, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 2) has: RBs=4, WRs=4, TEs=3, QBs=0. Their trade need score: 0.
What trade would you propose?"
67,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=4, TEs=3, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=3, WRs=5, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
67,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=4, TEs=3, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=3, WRs=5, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose?"
68,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=3, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=4, WRs=3, TEs=3, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
68,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=3, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=4, WRs=3, TEs=3, QBs=0. Their trade need score: 1.
What trade would you propose?"
68,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=3, TEs=3, QBs=0. Your trade need score: 1.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=3, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
68,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=3, TEs=3, QBs=0. Your trade need score: 1.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=3, QBs=0. Their trade need score: 0.
What trade would you propose?"
69,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=3, TEs=3, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=4, WRs=5, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
69,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=3, TEs=3, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=4, WRs=5, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
69,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=5, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=3, TEs=3, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
69,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=5, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=3, TEs=3, QBs=0. Their trade need score: 1.
What trade would you propose?"
70,1,ToM,"You are the manager of Team 1. Your roster: RBs=1, WRs=3, TEs=3, QBs=0. Your trade need score: -2.
Your opponent (Team 2) has: RBs=4, WRs=5, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
70,1,Baseline,"You are the manager of Team 1. Your roster: RBs=1, WRs=3, TEs=3, QBs=0. Your trade need score: -2.
Your opponent (Team 2) has: RBs=4, WRs=5, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
70,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=5, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=1, WRs=3, TEs=3, QBs=0. Their trade need score: -2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
70,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=5, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=1, WRs=3, TEs=3, QBs=0. Their trade need score: -2.
What trade would you propose?"
71,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=5, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
71,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=5, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
71,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=3, WRs=5, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
71,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=3, WRs=5, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose?"
72,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=4, TEs=3, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
72,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=4, TEs=3, QBs=0. Their trade need score: 0.
What trade would you propose?"
72,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=4, TEs=3, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
72,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=4, TEs=3, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
73,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=5, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=2, WRs=4, TEs=1, QBs=0. Their trade need score: -2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
73,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=5, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=2, WRs=4, TEs=1, QBs=0. Their trade need score: -2.
What trade would you propose?"
73,2,ToM,"You are the manager of Team 2. Your roster: RBs=2, WRs=4, TEs=1, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=4, WRs=5, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
73,2,Baseline,"You are the manager of Team 2. Your roster: RBs=2, WRs=4, TEs=1, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=4, WRs=5, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
74,1,ToM,"You are the manager of Team 1. Your roster: RBs=2, WRs=5, TEs=2, QBs=0. Your trade need score: -3.
Your opponent (Team 2) has: RBs=4, WRs=2, TEs=2, QBs=0. Their trade need score: 2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
74,1,Baseline,"You are the manager of Team 1. Your roster: RBs=2, WRs=5, TEs=2, QBs=0. Your trade need score: -3.
Your opponent (Team 2) has: RBs=4, WRs=2, TEs=2, QBs=0. Their trade need score: 2.
What trade would you propose?"
74,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=2, TEs=2, QBs=0. Your trade need score: 2.
Your opponent (Team 1) has: RBs=2, WRs=5, TEs=2, QBs=0. Their trade need score: -3.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
74,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=2, TEs=2, QBs=0. Your trade need score: 2.
Your opponent (Team 1) has: RBs=2, WRs=5, TEs=2, QBs=0. Their trade need score: -3.
What trade would you propose?"
75,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=5, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
75,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=5, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose?"
75,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=5, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
75,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=5, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
76,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=2, TEs=2, QBs=0. Your trade need score: 2.
Your opponent (Team 2) has: RBs=4, WRs=5, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
76,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=2, TEs=2, QBs=0. Your trade need score: 2.
Your opponent (Team 2) has: RBs=4, WRs=5, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
76,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=5, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=2, TEs=2, QBs=0. Their trade need score: 2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
76,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=5, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=2, TEs=2, QBs=0. Their trade need score: 2.
What trade would you propose?"
77,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=3, TEs=1, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
77,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=3, TEs=1, QBs=0. Their trade need score: 1.
What trade would you propose?"
77,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=3, TEs=1, QBs=0. Your trade need score: 1.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
77,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=3, TEs=1, QBs=0. Your trade need score: 1.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose?"
78,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=2, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
78,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=2, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose?"
78,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=3, WRs=2, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
78,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=3, WRs=2, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose?"
79,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=3, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
79,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=3, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
79,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=3, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
79,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=3, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose?"
80,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=3, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=2, WRs=3, TEs=3, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
80,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=3, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=2, WRs=3, TEs=3, QBs=0. Their trade need score: -1.
What trade would you propose?"
80,2,ToM,"You are the manager of Team 2. Your roster: RBs=2, WRs=3, TEs=3, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=3, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
80,2,Baseline,"You are the manager of Team 2. Your roster: RBs=2, WRs=3, TEs=3, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=3, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose?"
81,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=3, WRs=5, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
