scenario_id,variant,model,belief_modeling,perspective_taking,consistency,explanation_quality,overall,justification
14,tom_explicit,gemini-2.5-pro,1,2,1,2,30,"Misreads Team B: they prefer proven veterans and high-powered offenses; Josh Robinson is a rookie in a low-volume offense and not a clear ‘stud’ (Tier 5). Asking B to give up a stable veteran RB (Ethan Campbell, Tier 3) plus a WR for a riskier back contradicts B’s conservative approach. The rationale is brief and generic, overstates B’s ‘desire for a workhorse,’ and the acceptance probability seems unrealistic given the value and fit."
43,baseline,gemini-2.5-pro,1,1,3,2,35,"The proposal focuses on Team A’s needs and ignores Team B’s conservative, floor-first preferences. Asking for Austin Torres (ascending, friendly schedule) in exchange for Jordan King (committee, declining role, tough playoffs) likely reduces B’s weekly stability. B already rosters volatile committee RBs; adding another doesn’t fit their beliefs. The offer is feasible roster-wise (A trades RB depth for WR), but the rationale is generic and lacks evidence about B’s incentives or rankings."
36,simulate_opponent,gemini-2.5-pro,3,3,2,2,50,"It nods to Team B’s ceiling-chasing by offering injured upside pieces, but misses B’s urgent win-now need and reliance on consensus that would price Josh Martin highly. Team A’s injury-avoid stance clashes with targeting a questionable RB. Roster fit is plausible for A, but B losing a Tier 1 workhorse for two uncertain injuries is unlikely, making the 0.65 acceptance optimistic. Rationale is brief and lacks context."
33,tom_explicit,claude-4.5-sonnet,4,4,3,4,75,"Good ToM on B’s conservative, floor-first mindset, trust in consensus, and QB redundancy; notes B’s WR weakness and hesitation. Clear separation of A’s urgent WR need from B’s playoff priorities. However, it mislabels Darian Anderson and Brandon Martinez as “stable” (they’re Tier 5 outside WRs with mid variance) and overstates B’s WR depth. The trade is feasible but not aligned with B’s needs; Caleb Garcia is a lateral, declining-role QB. Reasoning is mostly clear, with some inaccuracies."
17,tom_implicit,gpt-5,3,3,2,2,50,"It notes B’s need for wins and a TE upgrade, and references B’s openness to an upside committee RB. However, it ignores that both managers avoid injury risks and Logan Clark is Out, making A’s side inconsistent with its profile and urgent needs. The rationale is terse and misses key context (A’s risk aversion, win-now timeline), yielding shallow ToM and a questionable, lopsided construction."
22,baseline,gemini-2.5-pro,1,1,2,1,25,"Ignores Team B’s preferences and only states Team A’s need. Mislabels Ethan Turner as top-tier (he’s Tier 4 with low consistency, tough playoffs) while Team A already has a better TE (Austin Allen, Tier 3). The trade is feasible but rationale is incoherent and likely benefits Team B more. Minimal multi-agent reasoning."
35,baseline,claude-4.5-sonnet,2,2,4,2,50,"Reasonable roster fit (B has RB depth, WR scarcity), but minimal ToM. It ignores B’s contrarian, injury-averse preference for established, healthy players and playoff schedules: Justin Miller is questionable with tough playoff matchups; Foster’s role is declining; Liam Carter has a friendly playoff slate. Rationale describes only A’s benefit and offers no B-centric incentives. Feasible, but unlikely to match B’s motivations."
47,tom_implicit,gemini-2.5-pro,1,2,1,1,25,"Misreads Team B: a conservative, consensus-driven 7-1 manager valuing workhorse RBs and health is unlikely to trade Tier 1 RB Xavier Rodriguez for a rookie committee RB (Tier 3) and a Tier 5 WR. Claims of “stable veteran production” for A are incorrect (Rodriguez is a young breakout; Lucas Allen is out). Little attention to B’s preference for possession WRs and injury caution. Acceptance probability is overstated; rationale is shallow and inconsistent with roster contexts."
27,tom_implicit,claude-4.5-sonnet,1,1,1,1,20,"Team B needs immediate, consistent production and values workhorse RBs; this offer asks for B’s best RB and WR while giving a QB downgrade (Ethan T4 vs B’s Sam Martinez T2) and a WR2. It ignores B’s thin RB depth and win-now urgency. The rationale mischaracterizes roles (“QB stability,” “possession WR”) and doesn’t create a stack or fit B’s preferences. Overall lopsided and unrealistic for B."
48,baseline,gemini-2.5-pro,1,1,1,1,20,"Rationale centers only on Team A and mislabels A’s needs (A already has two Tier 1 TEs) while asking for an Out TE, violating A’s injury-avoidance. No discussion of Team B’s incentives or preferences; B would likely smash-accept a QB1/WR1 for an RB3 and injured TE, making the 0.45 acceptance estimate implausible. The trade logic and explanation are generic and inconsistent with stated manager profiles and roster contexts."
17,simulate_opponent,claude-4.5-sonnet,2,2,1,2,35,"It notes B values dual-threat QBs and offers B a TE upgrade, but ignores that B would lose its only healthy QB (Logan Clark is out), making the deal impractical for a win-now 0-8 team. It also overlooks B’s stated preference for committee backs by sending a workhorse. Rationale is brief and generic, with an unrealistically high accept probability given the QB hole."
15,tom_explicit,claude-4.5-sonnet,2,3,3,3,55,"Good attempt to frame B as upside-seeking and injury-friendly, but it misreads B’s likely valuation of Cameron Scott (rookie, Tier 1, ascending, high ceiling) as merely low-variance and expendable. It only lightly addresses roster context and A’s veteran/workhorse preferences. The trade is feasible but value logic is shaky: B downgrades from a Tier 1 WR to a Tier 5 while only modestly upgrading RB. Explanation is clear but not nuanced; p_accept appears overstated."
4,baseline,gpt-5,2,1,2,2,35,"Trade suits Team A (Tier 1 QB upgrade, pass-catching TE), but shows little regard for Team B’s mindset or needs. B likely values rookie Brandon Taylor and has TE injuries (Walker doubtful, Gonzalez Q), making Taylor crucial. Asking for B’s Tier 1 QB plus that TE for an out Tier 4 QB and a Tier 4 WR is lopsided. Minimal rationale, no explicit modeling of B’s risk/rookie preferences or stacking goals."
15,tom_explicit,gpt-5,4,3,2,2,55,"Good read on Team B’s risk-seeking profile and RB depth; Nick Torres (rookie, ascending Tier 1) fits B’s tastes. However, it underserves Team A’s conservative, consensus-driven approach: trading a Tier 1 WR plus a fringe WR for a Tier 3 RB with a declining role and tough playoff slate is inconsistent with A’s floor/workhorse preference. Rationale is brief and lacks role/schedule context. Coherent for B, but questionable for A’s needs and philosophy."
3,tom_explicit,claude-4.5-sonnet,2,3,2,2,45,"Acknowledges Team B’s schedule focus and comfort with injured players, but misreads that B would trade a Tier 2 rookie (Martinez) they likely value highly for an injured Tier 3 WR (Garcia). Misstates playoff schedules (Ben King tough; Martinez mixed), yet claims A receives friendly schedules. Team A’s preferences (possession WRs, workhorse RBs, low variance) don’t align well with Martinez’s high variance or King’s committee role. Value is lopsided toward A; 0.62 accept probability is unrealistic. Reasoning is present but applied inaccurately."
7,tom_implicit,gemini-2.5-pro,2,2,1,1,30,"Acknowledges B’s need for upside but ignores that B trusts consensus rankings and would highly value a Tier 1, ascending RB. Asking B to trade Justin Garcia for a volatile rookie WR with a declining role is unrealistic, especially when B needs immediate points. Perspective-taking is shallow and the 0.65 acceptance probability is implausible. Rationale is generic and lacks player/tier/context specifics."
7,baseline,gemini-2.5-pro,1,1,3,1,30,"Proposal centers on A’s upgrade with little modeling of B’s beliefs. B needs wins now, values high-upside dual-threat QBs, and trusts consensus—trading away Tier 2 Chris Adams for Tier 4 Isaiah Lee plus an injured committee RB doesn’t fit B’s incentives. A already has a stable Tier 2 pocket passer (David Nelson) and prefers pocket QBs, making the target somewhat misaligned. The offer is feasible roster-wise but unlikely to be accepted. Rationale is generic and omits B’s motivations or player context."
32,tom_explicit,gemini-2.5-pro,2,2,1,1,30,"Acknowledges Team B’s taste for dual-threat QBs but ignores that B already has a Tier 2 QB and urgently needs TE/WR help, not an Out RB. Team A is injury-averse yet seeks an Out TE and claims a TE hole despite rostering a Tier 1 TE. Rationale is brief and generic, with little nuance about each side’s incentives or constraints. Trade logic is inconsistent with profiles and roster needs."
6,tom_implicit,gpt-5,3,3,4,2,60,"Proposal recognizes B’s need for immediate help and offers a clear TE upgrade plus RB depth, but it barely addresses B’s injury aversion or dual‑threat QB preference and ignores B already having a healthy dual‑threat QB. The trade itself is coherent and plausible for B to accept, though A’s urgency vs acquiring an Out QB is a mild inconsistency. Rationale is too generic."
38,tom_implicit,claude-4.5-sonnet,2,2,2,2,40,"Proposal notes B’s desire for big-play WRs and playoff schedules, but misses key beliefs: B trusts consensus and avoids injury risk, and would not gut RB depth. Trading Harris and Nelson leaves B with only Green (questionable) and Sam Reed at RB—untenable for a 6–2, consensus-driven manager. Rationale is generic and frames B as ceiling-seeking, not balanced. A’s floor-seeking also conflicts with A’s ceiling-chasing style. Value is plausible, but ToM fit is weak."
17,simulate_opponent,gpt-5,3,3,4,3,65,"Shows some ToM by offering B a clear TE upgrade and viable QB replacement, while noting A’s need for dual‑threat upside. However, it underweights B’s preference for dual‑threat/high‑upside QBs and urgency at 0‑8—“safe” QB depth may not appeal. The trade is coherent and injury‑averse, but rationale is brief and light on scenario‑specific details."
32,tom_implicit,gpt-5,3,2,2,2,45,"Captures B’s urgency and preference for dual‑threat QBs and RB depth, but misses that B already has a Tier 2 QB (Holt) and values expert consensus. A’s rationale is off: acquiring an Out TE contradicts A’s injury-cautious profile and doesn’t improve TE floor (A already has a Tier 1 TE). The playoff WR ‘upgrade’ is modest. Explanation is brief and generic, with key preference mismatches unaddressed."
5,simulate_opponent,gemini-2.5-pro,2,2,1,1,30,"They note Team B’s desire for floor and TE depth, but misread player profiles: Trey Mitchell and Darian Anderson aren’t high-floor archetypes for B, and B prefers workhorse RBs/possession WRs. Asking for Justin Wright (Tier 5, Out) as a “stud TE” is incorrect, especially since Team A already has a Tier 1 TE. The trade is feasible but incoherent with A’s aims and B’s preferences. Rationale is brief and factually off."
36,baseline,claude-4.5-sonnet,1,1,2,2,30,"Rationale focuses on A’s upgrade and TE depth but barely models B’s mindset. It ignores B’s risk-seeking style, reliance on expert consensus, and tendency to buy/hold injured stars—making a trade away from an injured Tier 1 RB unlikely. It also overlooks B’s urgent need for wins and specific incentives beyond a TE upgrade. Additionally, A’s injury-averse profile conflicts with targeting a Questionable RB. While pieces are broadly realistic and roster-fit is plausible, the explanation is generic and not grounded in the scenario’s details."
21,tom_explicit,gemini-2.5-pro,1,1,2,1,25,"Misreads Team B’s needs and preferences: B is conservative, seeks stable possession WRs, and needs immediate wins, yet receives a doubtful RB (Alex White) and a volatile rookie WR (David Baker). Calling B’s RB room “awful” is inaccurate (they have a Tier 2 and Tier 3 RB). The offer benefits A’s floor preference by acquiring a low-variance veteran (David Campbell) but doesn’t address B’s mindset. Rationale is brief and not evidence-based."
30,tom_explicit,gpt-5,3,3,1,2,45,"Recognizes B’s RB need and TE surplus, and that A wants a TE upgrade, but ignores B’s bias against run-heavy contexts and consensus valuations. Offer is wildly unbalanced: A sends a Tier 1 RB plus a Tier 3 RB for a Tier 4 TE, undermining A’s playoff push and contradicting “consensus fairness.” Rationale is brief and generic, lacking injury, role, and schedule context."
48,tom_explicit,gemini-2.5-pro,3,2,4,3,60,"Correctly notes B’s consensus-driven mindset and appeal of a high-ceiling WR, but overassumes RB depth and overlooks B’s preference for rookie upside (Darian Campbell ascending). The swap is coherent: A seeks RB help, B gains a Tier 1 WR, and injuries aren’t a concern. However, the rationale barely addresses A’s motivations and ignores potential bye/roster ripple effects. Clear but too brief and shallow."
8,tom_implicit,claude-4.5-sonnet,2,2,2,1,35,Ignores B’s preference for possession WRs and workhorse RBs by asking for B’s lone low-variance slot WR and offering a committee RB plus a mid-variance outside WR. Little reasoning about B beyond a generic swap. Inconsistent for A: acquires two Questionable players despite A’s strict injury avoidance and trusts rankings while downgrading Tier 1 assets to Tier 3s. Rationale is overly brief and lacks evidence.
4,tom_explicit,gpt-5,2,3,1,2,40,"Notes B’s 7-1 upside mindset but misreads TE “surplus” (Walker doubtful, Gonzalez questionable; Brandon Taylor is B’s healthy pass-catching TE). Ignores B’s rookie-preference (Alex Thompson isn’t a rookie) and existing RB depth. For A, swapping a Tier 1 RB for a Tier 4 rookie TE conflicts with A’s preference for proven, consistent veterans and is a major value loss. Rationale is brief and lacks roster/context details. Multi-perspective is present but shallow and the offer is unrealistic."
8,tom_explicit,gemini-2.5-pro,2,2,1,1,30,"Superficial ToM: it notes B needs starters but ignores B’s stated preference for possession WRs by asking for their only low-variance slot option. It also overlooks A’s injury aversion by targeting a Questionable player. The deal guts A’s RB depth by sending a Tier 1 RB for a Tier 3 WR, making the ‘consolidation’ claim illogical. Rationale is generic and not grounded in roles, tiers, or roster needs."
30,baseline,gemini-2.5-pro,3,3,2,2,50,"Recognizes Team B’s RB need and Team A’s TE weakness, but misses B’s TE surplus and already deep WR room, and doesn’t reflect B’s urgency or consensus-driven mindset. Trade is incoherent for A: giving a Tier 2 deep-threat WR (which A values) plus a usable RB for a Tier 4 TE is a marginal upgrade. Targeting Michael Roberts instead of B’s better TE (Jamal Jones) further weakens logic. Explanation is brief and generic, lacking role/usage and playoff-context detail."
37,baseline,claude-4.5-sonnet,1,1,2,1,25,"Team B is conservative and values volume and stable floors, especially workhorse RBs. Asking for Ryan Taylor (Tier 1 workhorse) in exchange for two boom-bust deep-threat WRs ignores B’s stated preferences and consensus-trusting style. Including Lucas Carter (Out) fits A’s injury-buying approach but doesn’t offset the RB loss for B. The rationale is generic and centered on A’s needs, with minimal reasoning about B’s incentives. Low acceptance probability is noted but unexplained."
12,baseline,claude-4.5-sonnet,2,2,3,2,45,"Understands A’s desire for stability but poorly models B: B prefers dual-threat upside and would upgrade at both QB (Lewis over Lee) and RB (Alex Thompson over Ben King), so acceptance should be high, not 0.35. The offer is feasible but highly lopsided against A’s urgent win-now need. Rationale is generic and ignores B’s 8-0 cushion, IR Tier-1 QB context, and consensus valuations. Clear separation of motivations is limited."
47,simulate_opponent,gemini-2.5-pro,2,3,2,2,45,"Identifies B’s weak TE but ignores B’s conservative, consensus-driven preference to keep a Tier 1 RB; Turner is a marginal TE upgrade with low consistency, and Carter’s volatility conflicts with B’s floor bias. A’s own stated preferences also misalign with targeting a declining-role RB. The acceptance probability is unrealistic, and the rationale is brief and generic."
3,tom_implicit,claude-4.5-sonnet,2,2,2,1,35,"Fails to model B’s consensus-driven, rookie/upside preferences; asks B to give up a Tier 2 breakout WR with a friendly playoff slate for a Tier 3 Q-tag possession WR and a worse RB. Minimal separation of A vs. B incentives and ignores B’s playoff-schedule focus (which favors keeping Torres). Trade value is lopsided and p_accept is overstated. Rationale is generic and not grounded in tiers, roles, or injury context."
40,tom_implicit,gpt-5,2,3,3,2,50,"It recognizes B’s desire for stability and playoff schedules, but overlooks that B is 8-0, extremely conservative, and would likely avoid downgrading from their only healthy Tier 2 TE (Brian Hill) to a shaky TE room. The WR swap modestly improves floor, and Austin Martin adds low-volatility depth, but not the workhorse profile B prefers. A’s upside chase with Sean Scott and TE upgrade fits A. The acceptance probability seems overstated."
15,tom_implicit,claude-4.5-sonnet,2,3,3,2,50,"Shows some ToM by framing A as floor-seeking and B as upside-seeking, but misses B’s strong rookie preference and likely reluctance to trade a Tier 1 rookie (Cameron Scott). Overstates Anderson’s appeal to B. The swap is feasible and partially fits A’s need for stability (Scott, Ben King low variance) but conflicts with A’s valuing of workhorse RBs by moving Tier 1 Liam Green. Rationale is brief and generic, with little concrete player/context detail."
6,tom_implicit,gemini-2.5-pro,2,2,1,2,35,"Offer misreads Team B’s situation. B’s only healthy QB is James Jones; trading him leaves them with an Out QB (Logan Clark), despite needing wins now and valuing dual-threat QBs. While the rookies match B’s upside preference and are healthy, they don’t address B’s immediate need at QB. The claim that B has QB depth is false, and the 0.7 acceptance is unrealistic. Rationale is generic and not grounded in specific roster constraints."
27,tom_explicit,claude-4.5-sonnet,2,3,1,2,40,"They name B’s priorities (consistency, RB workload, stacks) but misapply them: proposing B trade its most reliable RB (Sam Lewis) and Tier 1 WR (Nick Torres) for a Tier 4 QB (Ethan) and a Tier 2 WR. B already has a Tier 2 QB, making this a downgrade, and the assumed QB-WR stack is unsupported. The rationale is clear but factually off and inconsistent with B’s needs and preferences."
25,baseline,claude-4.5-sonnet,1,1,2,2,30,"Fails to model Team B: a zero-RB, consensus-trusting manager valuing rookies is unlikely to trade Tier 1 rookie WR Cameron Scott at 6-2. Return (two volatile committee RBs) isn’t compelling for B. Rationale mislabels a TE “upgrade” for A despite A already having a Tier 1 TE and Turner being Tier 4. A would be thin at RB post-trade. Acceptance probability is overstated."
12,simulate_opponent,gpt-5,3,3,3,2,55,"Recognizes B’s preference for dual-threat upside and A’s desire for floor via a pocket passer and steadier RB. Misses key context: B is 8-0, likely shouldn’t dump a Tier-1 RB and become RB-thin, especially in a 1-QB format, and has a Tier-1 QB on IR. Reasoning is terse and doesn’t address injury tolerance or playoff calculus. Coherent but value skewed toward A."
46,tom_implicit,gemini-2.5-pro,3,3,4,2,60,"Understands B may value a young, high-upside QB with a good playoff slate and is willing to move depth TE/RB, but misses key specifics (B’s QB injury need, TE redundancy, RB surplus, and dual-threat preference). The swap fits A’s risk-averse profile and need for RB depth, though calling the TE ‘consistent’ ignores his declining role. Plausible, but rationale is thin."
2,baseline,gemini-2.5-pro,1,1,3,2,35,"The proposal focuses on Team A’s needs and largely ignores Team B’s mindset (zero RB, values targets/touches, trusts consensus, prefers high-upside). Asking for a pass-catching TE depth piece that aligns with B’s values in exchange for a low-upside, declining-role RB is unlikely to appeal to B. Calling it an upgrade for A is questionable (Tier 3 TE to Tier 4 TE). Still, the trade is positionally feasible and the rationale is concise though generic."
33,tom_implicit,claude-4.5-sonnet,2,2,3,2,45,"It nods to Team B’s preference for stable floors by offering a pocket QB and low-vol RB, but misses that B already has a pocket QB and prefers possession WRs. The asked WRs aren’t true ‘consistent’ targets, and the incoming QB is Tier 4 with a declining role. Reasoning doesn’t reference B’s 8-0, playoff-focused incentives or depth needs. The trade is feasible, but the rationale is generic and thin on roster/context specifics."
42,tom_explicit,gpt-5,2,2,1,2,35,"Nods to B’s preference for veterans/SOS but ignores injury aversion by offering Alex King (Out) and a Tier-4 WR for B’s Tier-1 RB and useful TE. B values healthy, consistent, possession types; Campbell is primarily a deep-threat and King’s availability is unclear. Value is lopsided and rationale is minimal/vague, making acceptance unlikely."
13,baseline,claude-4.5-sonnet,2,2,3,2,45,"A’s rationale centers on its own needs and barely models B’s preferences for consistency or veteran reliability. Offering a possession WR loosely fits B’s archetype, but both incoming players carry volatility. Calling Robinson an upgrade is questionable given his Tier 5 status and slow, low-volume offense. The trade is feasible but the reasoning is thin and A-centric; p_accept_B=0.15 shows some awareness but without specific justification from B’s perspective."
35,baseline,gemini-2.5-pro,1,1,3,2,35,"Focuses only on Team A’s need at TE and QB depth. Little to no modeling of Team B’s beliefs or incentives: B is contrarian, cautious on injuries, and would be giving up its best TE for another questionable QB. While the swap is plausible roster-wise, it weakens B’s immediate TE spot despite urgent win needs. Rationale is brief and one-sided."
18,simulate_opponent,gemini-2.5-pro,2,3,2,2,45,"Limited ToM: ignores B’s conservative preference for possession WRs and injured buy-low targets, and overstates King as a ‘safe floor’ despite declining role and tough playoffs. The offer sends a Tier 1 high-variance WR plus a Tier 3 RB for a Tier 5 workhorse in a low-volume offense, conflicting with A’s high-powered offense preference and poor value for A. Some two-sided framing exists, but rationale lacks specifics on schedule, rankings, and risk tolerance."
19,simulate_opponent,gpt-5,1,2,1,1,25,"B doesn’t need a TE upgrade: they have a Tier 1 (Walker, doubtful) and a Tier 2 (Allen). Justin Wright is Tier 5, out, declining role, and tough playoff matchups—contrary to B’s consensus-driven, upside-focused approach. A is conservative and injury-averse yet targets Malik White (questionable, committee, declining role), not a steady workhorse. The rationale is terse and mislabels Wright as a breakout. Offer is unlikely and internally inconsistent."
46,tom_implicit,claude-4.5-sonnet,2,2,2,1,35,"Minimal ToM: it frames B as wanting “low-variance vets,” contrary to B’s upside/young preference. It ignores B’s WR need but doesn’t articulate it. Internal inconsistencies: labels Cameron Scott (a rookie) as a vet and A asks for two committee/high-variance RBs despite A’s stated workhorse/consistency bias. Feasible structurally, but rationale is generic and thin, misstates schedules (only Campbell noted friendly playoffs) and offers little evidence B would accept beyond a vague value swap."
19,tom_explicit,gpt-5,1,2,0,1,20,"Misreads Team B’s values/roster: calls Justin Wright (Tier 5, Out, declining role) a TE upgrade over B’s Tier 1 Walker and Tier 2 Allen. Mislabels Austin Wright (veteran) as rookie fit and calls Josh Garcia ascending despite listed declining role. Contradicts Team A’s injury-averse profile by asking for doubtful Walker. Trade is severely lopsided against B and the p_accept_B=0.6 is unrealistic. Some attempt at perspective (SoS, rookies) but applied inaccurately."
23,simulate_opponent,gemini-2.5-pro,2,3,2,2,45,"Shows a basic read that B could want a high-upside RB, but overlooks B’s already solid RB depth and bigger issues (QB/TE/WR). The offer is wildly imbalanced: A parts with a Tier 1 workhorse for a Tier 4 WR and an injured Tier 4 RB, clashing with A’s consensus-driven style. Reasoning is brief and nonspecific; little evidence from tiers, roles, or schedules. B’s accept chance is likely higher than stated."
24,baseline,claude-4.5-sonnet,1,1,2,1,25,"Proposal ignores B’s conservative, injury-averse, volume-first profile: it asks B to give up a Tier 2 possession WR (Holt) and a healthy Tier 1 RB for an injured, volatile RB (Foster) and a boom-bust WR (Kyle). Rationale centers on A’s benefits and omits B’s priorities (health, workload stability, strength of schedule). While trade mechanics are feasible, it’s contextually misaligned and B’s acceptance is likely much lower than 0.35."
9,baseline,gemini-2.5-pro,1,1,2,1,25,"Offer ignores Team B’s conservative, floor-focused, injury-averse mindset and zero-RB lean. B needs healthy, stable producers and possession WRs; instead A offers a volatile deep-threat WR (Q) and an injured, volatile committee RB, asking for B’s healthy workhorse RB. Rationale centers on A’s needs, not B’s incentives or urgency for weekly stability. Trade is feasible but poorly aligned with B’s preferences and situation."
15,tom_explicit,gemini-2.5-pro,2,2,2,1,35,"Acknowledges A’s floor vs. B’s ceiling, but misreads B’s needs. B already has multiple high-upside WRs and prefers rookies/injured buy-lows; Chris Garcia is Tier 5 with a declining role, offering dubious ceiling. Ben King, while low volatility, is valuable RB depth for B. A also prefers proven veterans/workhorse RBs, which King is not. The 0.75 acceptance probability is unrealistic. Rationale is generic and lacks evidence."
31,simulate_opponent,claude-4.5-sonnet,2,2,1,2,35,"Notes B’s taste for committee backs/rookies and playoff schedules, but ignores B’s trust in rankings and buy-low-on-injury approach. Asking a 7–1 team to trade a Tier 1 RB with a friendly playoff slate for a Tier 4 RB plus a Tier 5 rookie misreads incentives; depth isn’t B’s need. Offer is feasible but highly unrealistic; acceptance probability is inflated. Rationale is brief and omits key context."
9,tom_explicit,gemini-2.5-pro,3,4,3,3,65,"Good recognition that Team B values stability and playoff schedules, and that A will assume Taylor’s volatility. However, offering a Tier 2 committee RB plus a Tier 4 WR for a Tier 1 workhorse likely undershoots value. Mason Torres isn’t a possession, high-floor WR B prefers, and B’s 1-7 urgency makes downgrading RB risky. Zero-RB philosophy suggests B would want a stronger WR return. p_accept_B=0.6 seems optimistic."
22,baseline,gpt-5,2,2,3,2,45,"A-centric rationale. It ignores B’s preference for consistent, workhorse RBs and reliance on expert consensus; Michael Walker is a volatile committee back, and David Young is an uncertain injured QB. No mention of B’s WR depth or injured-buy strategy. Calling Justin Young a “stable” upgrade misreads his deep-threat variance. Trade value is plausible but reasoning lacks ToM depth."
29,simulate_opponent,claude-4.5-sonnet,2,2,2,1,35,"Some nod to B’s buy-low-on-injury tendency by including an injured TE, but it mislabels Justin Wright as high-upside and Josh Robinson as a “stable RB1.” Benefits to both sides are asserted without linking to B’s stated preferences (deep threats, committee backs, urgent wins). The offer is feasible but internally inconsistent with player tiers/roles. Rationale is a one-liner lacking roster/context specifics."
46,baseline,gemini-2.5-pro,1,1,2,1,25,"Rationale is A-centric and generic, with no clear modeling of B’s upside/rookie preferences or willingness to move a young ascending RB. It asks B to trade away Darian Campbell (fits B’s profile) for a veteran pocket QB (misaligned with B’s stated QB preference). It also mislabels TE as an upgrade: Liam Adams (Tier 4, declining) is a downgrade from A’s Tier 3 TE. Trade is feasible but internally inconsistent with profiles and poorly justified."
27,baseline,claude-4.5-sonnet,1,1,3,1,30,"Offer benefits A’s stability goals but ignores B’s beliefs and needs. B is 0-8, values consistency and healthy players, and would be asked to give up their most reliable RB and a steadier QB for an injured, high-variance QB and a volatile WR. Little evidence of modeling B’s priorities or urgency; rationale is generic and self-focused. Trade is feasible but contextually misaligned with B’s incentives."
20,tom_explicit,gemini-2.5-pro,2,2,3,2,45,"Mentions B’s playoff RB need but ignores key beliefs: B already has multiple Tier 1 QBs and values healthy, ascending players. Calling Tier 4 Ethan Torres a “solid” dual-threat mismatches B’s standards, and Josh Garcia’s declining role undercuts the ‘upgrade’ claim despite a friendly playoff schedule. The offer could fit B’s QB surplus, but value is light for a Tier 1 Jake Green. Rationale is brief and generic, with limited two-sided reasoning."
8,tom_explicit,claude-4.5-sonnet,1,2,1,1,25,"Misreads Team B’s values: offers them a mid-variance deep threat and a committee RB, while B prefers workhorse RBs and possession WRs. Ignores Team A’s injury aversion by asking them to take two Questionable players. A also downgrades massively from a healthy Tier 1 RB (Carter) to a Tier 3 RB (Reed), conflicting with their urgent win/consistency needs. Rationale is terse and doesn’t address injuries, workloads, or roster impacts. Acceptance probability seems unjustified."
20,tom_implicit,gpt-5,2,1,1,1,25,"B is said to like deep threats, but the offer ignores B’s injury caution and youth/ascending preference; Adams is a doubtful veteran in a low-volume offense. A already has a healthy Tier-2 TE and avoids injuries, yet targets a doubtful Tier-5 TE—contrary to A’s ceiling-chasing urgency. The rationale is brief and inaccurate (“steady TE”), missing key roster and health context. Some ToM appears (B can start the rookie TE), but overall reasoning and fit are poor."
49,tom_explicit,gemini-2.5-pro,2,2,2,2,40,"Identifies B’s need for immediate, stable production and offers low-volatility RBs, but overlooks key beliefs: B values workhorse roles and high targets/touches—Noah Brown is exactly that and B has no backup TE. The proposal creates a lineup hole for a conservative manager needing weekly floor now, making 0.65 acceptance optimistic. From A’s side, paying two strong committee RBs (including a Tier 1) for a Tier 2 TE conflicts with A’s ceiling-chasing style and seems inefficient. Explanation is brief and lacks roster-context details."
10,baseline,claude-4.5-sonnet,1,1,2,1,25,"Offer ignores Team B’s win-now, conservative, volume-focused mindset. Asking them to give up a Tier 1 workhorse RB (Justin Garcia) and a veteran WR for an injured boom/bust WR (Eric Davis) and a volatile Tier 4 RB (David Adams) contradicts their stated preferences. Rationale centers on Team A’s stability needs, not B’s incentives. Trade is technically feasible but unrealistic given B’s priorities; explanation is generic and lacks scenario-grounded reasoning."
24,simulate_opponent,claude-4.5-sonnet,1,2,2,1,30,"B prioritizes volume, stability, SOS, and possession WRs. Cameron Holt (T2, steady usage) fits B perfectly, while Nick Holt (T4, more volatile) is a downgrade, not a ‘possession WR upgrade.’ B also loses Josh Garcia (T2 RB, friendly playoff schedule) for Alex Mitchell (T3 RB, mixed outlook), conflicting with B’s SOS/volume focus. Both managers are conservative; this increases B’s volatility. The acceptance probability is unrealistic. Rationale is brief and mischaracterizes player profiles, showing weak ToM for B."
8,simulate_opponent,gemini-2.5-pro,2,2,1,1,30,"Minimal ToM: only notes B “gets two starters,” ignoring B’s stated preference for workhorse RBs and health. Trade contradicts A’s injury-avoidance by acquiring a Questionable WR. Value is wildly lopsided (Tier 1 RB + Tier 1 WR for a Tier 3 WR), and “consolidates assets” is misapplied. Feasible but logically incoherent; B’s acceptance would be near-certain, not 0.65."
26,baseline,claude-4.5-sonnet,2,2,3,2,45,"The offer notes A’s TE upgrade but barely models B’s beliefs: B likes upside and is comfortable with injured stars, making them unlikely to sell a Tier 1 TE (even Doubtful) for a committee RB and a possession WR. Perspective-taking is shallow, citing generic ‘depth’ without B’s style fit. The trade is structurally coherent (A needs TE; B could use RB/WR depth) but misaligned with B’s preferences. Explanation is brief and not grounded in scenario specifics."
8,tom_explicit,gpt-5,2,3,2,2,45,"Identifies B’s Week 12 QB need and desire for steady contributors, but overlooks that B highly values possession WRs (Thomas) and avoids injuries (Garcia Q). Calls Noah a TE1 upgrade despite B already having a healthy Tier 2 TE. Also inconsistent with A’s strict injury aversion by targeting Thomas (Q). Reasoning is concise but thin on roster/context specifics and mischaracterizes value dynamics."
